name,google_url,categorie,address,phone,website,note,nb_avis,accessible,chiens_acceptes,livraison,livraison_sans_contact,service_de_drive,vente_a_emporter,repas_sur_place,code_plus
Wah Long restaurant,https://www.google.com/maps/place/Wah+Long+restaurant/data=!4m7!3m6!1s0x8d123db4c4be39e3:0x8eaf010878ec39b!8m2!3d4.9361421!4d-52.335659!16s%2Fg%2F11ssx9z9zq!19sChIJ4zm-xLQ9Eo0Rm8OOhxDw6gg?authuser=0&hl=fr&rclk=1,Restaurant chinois,"3 Av. du President Monnervi, Cayenne 97300, Guyane française",+594 594 38 48 99,,"4,7",16,oui,,non,,,oui,oui,"WMP7+FP Cayenne, Guyane française"
Mo Cabann Balbou,https://www.google.com/maps/place/Mo+Cabann+Balbou/data=!4m7!3m6!1s0x8d123b02b83f4b97:0x136e47312918e9f1!8m2!3d4.9110343!4d-52.2762188!16s%2Fg%2F11vbjf8xd_!19sChIJl0s_uAI7Eo0R8ekYKTFHbhM?authuser=0&hl=fr&rclk=1,Restaurant familial,"4, 97354 Rue du Vieux Chemin, Remire-Montjoly, Guyane française",,,,0,oui,,,,,oui,oui,"WP6F+CG Remire-Montjoly, Guyane française"
Rue Émile JANVION,https://www.google.com/maps/place/Rue+%C3%89mile+JANVION/data=!4m7!3m6!1s0x8d123b004323045d:0x5ac1883e22ecd191!8m2!3d4.8912428!4d-52.2752538!16s%2Fg%2F11wr6jq2kc!19sChIJXQQjQwA7Eo0RkdHsIj6IwVo?authuser=0&hl=fr&rclk=1,Restaurant,"VPRF+FVX, Rue Émile JANVION, Remire-Montjoly 97354, Guyane française",,,,0,non,,,,,,,
Relais du Galion,https://www.google.com/maps/place/Relais+du+Galion/data=!4m7!3m6!1s0x8d125db8cfb44563:0xf233da5512aabb54!8m2!3d4.7589039!4d-52.426913!16s%2Fg%2F11nxc6gbby!19sChIJY0W0z7hdEo0RVLuqElXaM_I?authuser=0&hl=fr&rclk=1,Restaurant,"Pk, 22 Route de l'Est, Roura 97311, Guyane française",+594 694 20 10 66,,"4,2",21,non,,,,,,oui,
Ma Cuisine,https://www.google.com/maps/place/Ma+Cuisine/data=!4m7!3m6!1s0x8d126b3b3f7fe17f:0x87cf681b5abeb951!8m2!3d4.7590362!4d-52.42668!16s%2Fg%2F11fszpjrg2!19sChIJf-F_PztrEo0RUbm-Whtoz4c?authuser=0&hl=fr&rclk=1,Restaurant,"Route de l'Est, Roura 97311, Guyane française",+594 694 96 47 49,,"4,5",6,non,,,,,,oui,"QH5F+J8 Montsinéry-Tonnegrande, Guyane française"
Cacao Délices,https://www.google.com/maps/place/Cacao+D%C3%A9lices/data=!4m7!3m6!1s0x8d1263002bd0db83:0x26e335d1e90e4eb3!8m2!3d4.5723857!4d-52.4703025!16s%2Fg%2F11x_gz6v_t!19sChIJg9vQKwBjEo0Rs04O6dE14yY?authuser=0&hl=fr&rclk=1,Restaurant asiatique,"HGCH+XV4, Roura 97311, Guyane française",,,5,1,non,,,,,,,
"Country Rock café,le galion","https://www.google.com/maps/place/Country+Rock+caf%C3%A9,le+galion/data=!4m7!3m6!1s0x8d126bfbc6f96d15:0x451e348ed3c41a62!8m2!3d4.7588931!4d-52.4270009!16s%2Fg%2F11t80mwrwx!19sChIJFW35xvtrEo0RYhrE0440HkU?authuser=0&hl=fr&rclk=1",Restaurant,"PK 22 route de l'est, N2, Roura 97311, Guyane française",+594 694 95 53 00,sites.google.com,"4,8",4,oui,,non,,,oui,oui,
Le Lotus d'Asie,https://www.google.com/maps/place/Le+Lotus+d%27Asie/data=!4m7!3m6!1s0x8d1263d18362d699:0x322b2c4ce01e5ff3!8m2!3d4.5731107!4d-52.4708546!16s%2Fg%2F11ffk__s4s!19sChIJmdZig9FjEo0R818e4EwsKzI?authuser=0&hl=fr&rclk=1,Restaurant,"HGFH+6MR, Unnamed Road, Montsinéry-Tonnegrande, Guyane française",,,"4,7",19,non,,,,,,,
Snack Thaïdam,https://www.google.com/maps/place/Snack+Tha%C3%AFdam/data=!4m7!3m6!1s0x8d12638ccb18cd69:0xf23d5a81d89f4693!8m2!3d4.5721533!4d-52.4631791!16s%2Fg%2F11g1kvnvmz!19sChIJac0Yy4xjEo0Rk0af2IFaPfI?authuser=0&hl=fr&rclk=1,Restaurant,"HGCP+VP8, Roura 97311, Guyane française",+594 594 37 03 16,m.facebook.com,"4,5",17,non,,,,,,,
ROURA BEACH Carbets-Plein air-Resto,https://www.google.com/maps/place/ROURA+BEACH+Carbets-Plein+air-Resto/data=!4m7!3m6!1s0x8d124353f0d517c3:0x145384bd5570b9bc!8m2!3d4.7267318!4d-52.3272547!16s%2Fg%2F11h4zn3trf!19sChIJwxfV8FNDEo0RvLlwVb2EUxQ?authuser=0&hl=fr&rclk=1,Restaurant,"7 Rue Edgard Yago, Roura 97311, Guyane française",+594 694 36 32 60,2padilo.sumupstore.com,"2,7",12,oui,,non,,,,oui,
Alyah Snack,https://www.google.com/maps/place/Alyah+Snack/data=!4m7!3m6!1s0x8d124300689855e1:0x679b6db180e72ccd!8m2!3d4.7276848!4d-52.3257987!16s%2Fg%2F11xvtyymml!19sChIJ4VWYaABDEo0RzSzngLFtm2c?authuser=0&hl=fr&rclk=1,Restaurant,"18 97311 Rue Edmée Georges Labrador, Roura 97311, Guyane française",+594 694 00 49 30,,5,1,non,,oui,,,oui,oui,
Restaurant Degrad Cacao,https://www.google.com/maps/place/Restaurant+Degrad+Cacao/data=!4m7!3m6!1s0x8d12624679137715:0x2ed7960ea8c8050e!8m2!3d4.5742566!4d-52.472974!16s%2Fg%2F11xlz9mz3!19sChIJFXcTeUZiEo0RDgXIqA6W1y4?authuser=0&hl=fr&rclk=1,Restaurant,"Bourg de Cacao, 76, 97352, Guyane française",+594 594 27 08 30,,"4,1",71,non,,,,,,,
La Goëlette,https://www.google.com/maps/place/La+Go%C3%ABlette/data=!4m7!3m6!1s0x8d0eca88fc508299:0x6c1166aa955b777d!8m2!3d5.4828817!4d-54.0444262!16s%2Fg%2F11c1g5zrp4!19sChIJmYJQ_IjKDo0RfXdblapmEWw?authuser=0&hl=fr&rclk=1,Restaurant,"FXM4+564, Saint-Laurent-du-Maroni 97320, Guyane française",+594 594 34 28 97,,"4,3",476,oui,,non,,,,oui,
Restaurant Loé,https://www.google.com/maps/place/Restaurant+Lo%C3%A9/data=!4m7!3m6!1s0x8d0ecb5a7558bcc9:0x2ea52e1c1c43ab!8m2!3d5.4995677!4d-54.0325615!16s%2Fg%2F11v3kz6ygl!19sChIJybxYdVrLDo0Rq0McHC6lLgA?authuser=0&hl=fr&rclk=1,Restaurant créole,"24 Avenue du Général de Gaulle, Saint-Laurent-du-Maroni 97320, Guyane française",+594 594 34 12 24,,"4,9",26,oui,,non,,,oui,oui,
Rose Délice Créole,https://www.google.com/maps/place/Rose+D%C3%A9lice+Cr%C3%A9ole/data=!4m7!3m6!1s0x8d0ecbdd98009e2b:0xf451e1cd5f0b37f4!8m2!3d5.4988652!4d-54.025712!16s%2Fg%2F11tffhm995!19sChIJK54AmN3LDo0R9DcLX83hUfQ?authuser=0&hl=fr&rclk=1,Restaurant,"321Avenue Gaston Monerville Saint-laurent-du-maroni, 97320, Guyane française",+594 694 16 45 10,,"4,8",62,oui,,oui,oui,oui,,oui,
Brasserie Le Toucan,https://www.google.com/maps/place/Brasserie+Le+Toucan/data=!4m7!3m6!1s0x8d0eca51ee863f7d:0x71240e75274e21a6!8m2!3d5.5019281!4d-54.0304992!16s%2Fg%2F11c2j153_j!19sChIJfT-G7lHKDo0RpiFOJ3UOJHE?authuser=0&hl=fr&rclk=1,Restaurant français,"17 Avenue du Général de Gaulle Saint-Laurent-du-Maroni, 97320, Guyane française",+594 594 34 22 81,,"4,1",278,oui,,non,,,oui,oui,
Chez Félicia,https://www.google.com/maps/place/Chez+F%C3%A9licia/data=!4m7!3m6!1s0x8d0eca520176a5f1:0x1aebe2291c18750!8m2!3d5.5014041!4d-54.0309465!16s%2Fg%2F11c2ns6l2n!19sChIJ8aV2AVLKDo0RUIfBkSK-rgE?authuser=0&hl=fr&rclk=1,Restaurant,"GX29+HJ7, Avenue du Général de Gaulle, Saint-Laurent-du-Maroni 97320, Guyane française",+594 594 34 30 87,,4,41,non,,,,,,,
La Fine Bouche,https://www.google.com/maps/place/La+Fine+Bouche/data=!4m7!3m6!1s0x8d0eb54b39854737:0xf69013cbbd4ebb69!8m2!3d5.4713249!4d-54.0344881!16s%2Fg%2F11sr0d3nmw!19sChIJN0eFOUu1Do0RabtOvcsTkPY?authuser=0&hl=fr&rclk=1,Restaurant,"90 allée du lac bleu SAINT-LAURENT-DU-MARONI, 97320, Guyane française",+594 694 20 16 22,,"4,2",43,non,,,,,oui,,
Le Bistrot du fleuve,https://www.google.com/maps/place/Le+Bistrot+du+fleuve/data=!4m7!3m6!1s0x8d0ecbfbdd5d1a73:0x3eb8d527626731d!8m2!3d5.4986074!4d-54.0314207!16s%2Fg%2F11p_4nn8kz!19sChIJcxpd3fvLDo0RHXMmdlKN6wM?authuser=0&hl=fr&rclk=1,Bar,"16 Rue Guynemer, Saint-Laurent-du-Maroni 97320, Guyane française",+594 594 23 34 29,,"4,3",19,non,,non,,,,oui,
LE SAINT JEAN,https://www.google.com/maps/place/LE+SAINT+JEAN/data=!4m7!3m6!1s0x8d0eb4ab7365e791:0x5e6c8523d98b507c!8m2!3d5.4099106!4d-54.0818712!16s%2Fg%2F11c6vhb42s!19sChIJkedlc6u0Do0RfFCL2SOFbF4?authuser=0&hl=fr&rclk=1,Restaurant,"3 CHEMIN DU PARC, ST LAURENT DU MARONI 97320, Guyane française",+594 594 34 14 22,lesaintjean-maroni.fr,"4,4",131,non,,non,,,oui,oui,
Ti Pic Kréol's,https://www.google.com/maps/place/Ti+Pic+Kr%C3%A9ol%27s/data=!4m7!3m6!1s0x8d0eca4fd06178cd:0x54204cb17108b047!8m2!3d5.4989695!4d-54.0298129!16s%2Fg%2F11c1dzwlzv!19sChIJzXhh0E_KDo0RR7AIcbFMIFQ?authuser=0&hl=fr&rclk=1,Restaurant,"24 Rue Thiers, Saint-Laurent-du-Maroni 97320, Guyane française",+594 594 34 09 83,tipickreols.com,"3,7",285,oui,,,,,oui,oui,
Soupe de l'Ouest,https://www.google.com/maps/place/Soupe+de+l%27Ouest/data=!4m7!3m6!1s0x8d0ecb6bdcd26713:0xc1780d6074015f8f!8m2!3d5.4967454!4d-54.0337083!16s%2Fg%2F11nys0b3dw!19sChIJE2fS3GvLDo0Rj18BdGANeME?authuser=0&hl=fr&rclk=1,Restaurant asiatique,"7 Rue Auguste Boudinot, Saint-Laurent-du-Maroni 97320, Guyane française",+594 694 31 43 57,,"4,7",25,oui,,non,,,oui,oui,
L'Amourette,https://www.google.com/maps/place/L%27Amourette/data=!4m7!3m6!1s0x8d0ecba4447c0b5d:0xcfb30a680b1cc71a!8m2!3d5.4819315!4d-54.042377!16s%2Fg%2F11fl5cjtp_!19sChIJXQt8RKTLDo0RGsccC2gKs88?authuser=0&hl=fr&rclk=1,Grillades,"Rte de Balaté, Saint-Laurent-du-Maroni 97320, Guyane française",+594 694 45 51 75,,"3,8",126,non,,,,,oui,oui,
L'arc en ciel,https://www.google.com/maps/place/L%27arc+en+ciel/data=!4m7!3m6!1s0x8d0eca501ad4f7cd:0x5d54f9d6e8daa52c!8m2!3d5.4979631!4d-54.0308589!16s%2Fg%2F11g8_kbhtk!19sChIJzffUGlDKDo0RLKXa6Nb5VF0?authuser=0&hl=fr&rclk=1,Restaurant,"46 97320, Rue du Lt Col Tourtet, Guyane française",+594 594 34 49 27,,"3,2",65,oui,,non,,,oui,oui,
Restaurant Flore,https://www.google.com/maps/place/Restaurant+Flore/data=!4m7!3m6!1s0x8d0ecb0dbeed8efd:0xde72cb88389f04c4!8m2!3d5.4998165!4d-54.0333779!16s%2Fg%2F11k3r_s444!19sChIJ_Y7tvg3LDo0RxASfOIjLct4?authuser=0&hl=fr&rclk=1,Restaurant,"4 Rue Ho Len Fat, Saint-Laurent-du-Maroni 97320, Guyane française",+594 694 93 38 57,,"3,9",12,non,,,,,oui,oui,
Le Point Couleur Saint Laurent du Maroni,https://www.google.com/maps/place/Le+Point+Couleur+Saint+Laurent+du+Maroni/data=!4m7!3m6!1s0x8d0eca52afdd96e5:0x541f6524de0b4ac5!8m2!3d5.5059041!4d-54.0307241!16s%2Fg%2F11dfl9jl3r!19sChIJ5Zbdr1LKDo0RxUoL3iRlH1Q?authuser=0&hl=fr&rclk=1,Bar,"GX49+9P6, Saint-Laurent-du-Maroni 97320, Guyane française",+594 694 12 45 46,,"4,6",51,oui,,non,,,,oui,
Restaurant samxin,https://www.google.com/maps/place/Restaurant+samxin/data=!4m7!3m6!1s0x8d0ecb54de05142b:0xf547b05d8c5a12af!8m2!3d5.5008153!4d-54.0292282!16s%2Fg%2F11sh1n5zsn!19sChIJKxQF3lTLDo0RrxJajF2wR_U?authuser=0&hl=fr&rclk=1,Restaurant chinois,"Guyane française, Verdunplace deGF Saint Laurent du Maroni GF Saint Laurent du Maroni邮政编码: 97320",+594 594 34 20 49,,"4,4",20,oui,,,,,oui,oui,
Le Dragon d'Or,https://www.google.com/maps/place/Le+Dragon+d%27Or/data=!4m7!3m6!1s0x8d0ecb385cc6161b:0xebdccf2b83ee6fe3!8m2!3d5.4962222!4d-54.0302343!16s%2Fg%2F11fd77p419!19sChIJGxbGXDjLDo0R42_ugyvP3Os?authuser=0&hl=fr&rclk=1,Restaurant,"FXW9+FWJ, Rue Roland Barrat, Saint-Laurent-du-Maroni 97320, Guyane française",+594 594 34 78 58,,"3,3",58,non,,,,,oui,oui,
SUSHI MA,https://www.google.com/maps/place/SUSHI+MA/data=!4m7!3m6!1s0x8d0ecbbf17ed1a3b:0x872fabab2f430c78!8m2!3d5.4996325!4d-54.0297074!16s%2Fg%2F11smzhn210!19sChIJOxrtF7_LDo0ReAxDL6urL4c?authuser=0&hl=fr&rclk=1,Restaurant de sushis,"32 Rue Thiers, Saint-Laurent-du-Maroni 97320, Guyane française",+594 594 23 05 20,,"3,4",64,non,,,,,oui,oui,
Maroni Delices,https://www.google.com/maps/place/Maroni+Delices/data=!4m7!3m6!1s0x8d0ecb0064e0bb49:0x1ad02c4a846afbdf!8m2!3d5.490551!4d-54.0375908!16s%2Fg%2F11zhnmbhng!19sChIJSbvgZADLDo0R3_tqhEos0Bo?authuser=0&hl=fr&rclk=1,Restaurant,"2, 97320 Rue de la Ville, Saint-Laurent-du-Maroni 97320, Guyane française",+594 694 35 30 77,,,0,non,,,,,,,
Les pizzaiolos,https://www.google.com/maps/place/Les+pizzaiolos/data=!4m7!3m6!1s0x8d0ecb4116726d91:0xf9bc26d66a27ac75!8m2!3d5.4984119!4d-54.0138997!16s%2Fg%2F11s8944kd9!19sChIJkW1yFkHLDo0RdawnatYmvPk?authuser=0&hl=fr&rclk=1,Restauration rapide,"17 ROUTE DE FATIMA Saint Laurent du Maroni, 97320, Guyane française",+594 694 43 47 76,,"4,1",10,non,,oui,oui,,oui,oui,
Restaurant du lac bleu,https://www.google.com/maps/place/Restaurant+du+lac+bleu/data=!4m7!3m6!1s0x8d0ecb003beeedd9:0xb31946cb1777a1bb!8m2!3d5.4753478!4d-54.034647!16s%2Fg%2F11yjymw411!19sChIJ2e3uOwDLDo0Ru6F3F8tGGbM?authuser=0&hl=fr&rclk=1,Restaurant chinois,"FXG8+34H, 97320 All. des Ibis, Saint-Laurent-du-Maroni 97320, Guyane française",,,,0,non,,,,,,,
BEFORE CHILL RESTAURANT,https://www.google.com/maps/place/BEFORE+CHILL+RESTAURANT/data=!4m7!3m6!1s0x8d0eb500089c6cf1:0x33a168ff7d73ecb8!8m2!3d5.4310747!4d-54.0501791!16s%2Fg%2F11ybzv6zhg!19sChIJ8WycCAC1Do0RuOxzff9ooTM?authuser=0&hl=fr&rclk=1,Bar lounge,"14 All. de l'Espérance, Saint-Laurent-du-Maroni 97320, Guyane française",,,5,1,non,,,,,,,
AIR PARADIS CREOLE,https://www.google.com/maps/place/AIR+PARADIS+CREOLE/data=!4m7!3m6!1s0x8d0ecb4e3532a949:0x784d5ee8999c0c77!8m2!3d5.4974377!4d-54.0311111!16s%2Fg%2F11td27thzv!19sChIJSakyNU7LDo0RdwycmeheTXg?authuser=0&hl=fr&rclk=1,Restaurant,"31 B, Rue du Lt Col Tourtet, Saint-Laurent-du-Maroni 97320, Guyane française",+594 594 48 07 33,,5,1,non,,non,,,oui,,
La Maison de Café,https://www.google.com/maps/place/La+Maison+de+Caf%C3%A9/data=!4m7!3m6!1s0x8d0ecbe7a06a0ad1:0x1c70dceae45aa27d!8m2!3d5.5022566!4d-54.0289749!16s%2Fg%2F11gy4_k3xg!19sChIJ0QpqoOfLDo0RfaJa5OrccBw?authuser=0&hl=fr&rclk=1,Café,"GX2C+WC2, Rue Victor Hugo, Saint-Laurent-du-Maroni 97320, Guyane française",,,"4,3",34,non,,,,,oui,,
Hôtel Amazonia du Fleuve,https://www.google.com/maps/place/H%C3%B4tel+Amazonia+du+Fleuve/data=!4m10!3m9!1s0x8d0eca4fd79c9ce7:0xea7ab707cb467f2d!5m2!4m1!1i2!8m2!3d5.499318!4d-54.0302003!16s%2Fg%2F11c5dvy0yr!19sChIJ55yc10_KDo0RLX9Gywe3euo?authuser=0&hl=fr&rclk=1,,"20, 97320 Rue Thiers, Saint-Laurent-du-Maroni 97320, Guyane française",+594 594 34 10 10,,"3,7",144,non,,,,,,,
Chez Kachia soupe,https://www.google.com/maps/place/Chez+Kachia+soupe/data=!4m7!3m6!1s0x8d0ecb70faeb0565:0xbacfdb9c24e8bd17!8m2!3d5.4981941!4d-54.0305094!16s%2Fg%2F11t61wxj_9!19sChIJZQXr-nDLDo0RF73oJJzbz7o?authuser=0&hl=fr&rclk=1,Restaurant asiatique,"FXX9+7QH, Rue du Lt Col Tourtet, Saint-Laurent-du-Maroni 97320, Guyane française",,,"4,5",4,non,,,,,oui,oui,
Restaurant Mao Yuan,https://www.google.com/maps/place/Restaurant+Mao+Yuan/data=!4m7!3m6!1s0x8d0ecb4ef6e36b4d:0x9f1718273bb55fdf!8m2!3d5.5022619!4d-54.0293557!16s%2Fg%2F11s7w3sq3r!19sChIJTWvj9k7LDo0R31-1OycYF58?authuser=0&hl=fr&rclk=1,Restaurant chinois,"9, 97320 Rue Victor Hugo, Saint-Laurent-du-Maroni, Guyane française",+594 694 21 88 83,,"3,7",29,non,,,,,oui,oui,
Au Domaine Maripa,https://www.google.com/maps/place/Au+Domaine+Maripa/data=!4m7!3m6!1s0x8d0ead00520eadb3:0xaa6bd45c2954564a!8m2!3d5.5132304!4d-53.9640552!16s%2Fg%2F11rk5b3xty!19sChIJs60OUgCtDo0RSlZUKVzUa6o?authuser=0&hl=fr&rclk=1,Restaurant,"2885 avenue jean galmot, Saint-Laurent-du-Maroni 97320, Guyane française",+594 694 16 30 58,,4,1,non,,,,,,oui,
Terre-Rouge SNACK,https://www.google.com/maps/place/Terre-Rouge+SNACK/data=!4m7!3m6!1s0x8d0eb50cb9fdf163:0x8a0094361b67f590!8m2!3d5.4496508!4d-54.0501169!16s%2Fg%2F11fy4sp75t!19sChIJY_H9uQy1Do0RkPVnGzaUAIo?authuser=0&hl=fr&rclk=1,Restauration rapide,"28 Rue des Ébeniers, Saint-Laurent-du-Maroni 97320, Guyane française",+594 694 07 07 26,,"4,8",13,non,,,,,oui,oui,
KAHO MELHO,https://www.google.com/maps/place/KAHO+MELHO/data=!4m7!3m6!1s0x8d0eca502d33b97d:0x574dabc48ccf2dff!8m2!3d5.4995017!4d-54.0308684!16s%2Fg%2F11c6dd8y8z!19sChIJfbkzLVDKDo0R_y3PjMSrTVc?authuser=0&hl=fr&rclk=1,Restaurant,"FXX9+RM2, Av. Felix Eboue, Saint-Laurent-du-Maroni 97320, Guyane française",,,"3,9",24,non,,non,,,oui,oui,
Burow (Le Bureau),https://www.google.com/maps/place/Burow+%28Le+Bureau%29/data=!4m7!3m6!1s0x8d0ecb4112605877:0x7baa9bbc32d97fbc!8m2!3d5.4969695!4d-54.0329937!16s%2Fg%2F11nffq32xs!19sChIJd1hgEkHLDo0RvH_ZMrybqns?authuser=0&hl=fr&rclk=1,Bar,"38 Avenue Hector Riviérez Saint-Laurent-du-Maroni, 97320, Guyane française",+594 694 92 05 92,,"3,9",10,non,,non,,,oui,oui,
Restaurant Qian Ji,https://www.google.com/maps/place/Restaurant+Qian+Ji/data=!4m7!3m6!1s0x8d0ecb005b2d0e17:0x65af628978453cde!8m2!3d5.5023479!4d-54.0291497!16s%2Fg%2F11mdxbjm09!19sChIJFw4tWwDLDo0R3jxFeIlir2U?authuser=0&hl=fr&rclk=1,Restaurant chinois,"14, 97320 Av. Felix Eboue, Saint-Laurent-du-Maroni 97320, Guyane française",,,,0,non,,,,,,,
Hôtel Les Sables,https://www.google.com/maps/place/H%C3%B4tel+Les+Sables/data=!4m10!3m9!1s0x8d0ecb0064aa7ef9:0xd840b80e5ea6dc92!5m2!4m1!1i2!8m2!3d5.4752755!4d-54.0301619!16s%2Fg%2F11y47c9_dk!19sChIJ-X6qZADLDo0RktymXg64QNg?authuser=0&hl=fr&rclk=1,,"3 bis, 97320 Rue Jean de La Fontaine, Saint-Laurent-du-Maroni 97320, Guyane française",+594 694 38 30 37,booking.com,"4,5",82,non,,,,,,,
RESTAURANT L Y M,https://www.google.com/maps/place/RESTAURANT+L+Y+M/data=!4m7!3m6!1s0x8d0ecb993d2af2cf:0x1063b69a2793df4b!8m2!3d5.5010169!4d-54.0310394!16s%2Fg%2F11qzvp2t71!19sChIJz_IqPZnLDo0RS9-TJ5q2YxA?authuser=0&hl=fr&rclk=1,Restaurant de riz,"1 RUE MARCEAU SAINT LAURENT DU MARONI, 97320, Guyane française",+594 594 27 90 22,,"3,5",2,non,,,,,,,
Restaurant Monique,https://www.google.com/maps/place/Restaurant+Monique/data=!4m7!3m6!1s0x8d0ecb38aae95a71:0x6629f15ce734914!8m2!3d5.5007658!4d-54.0305408!16s%2Fg%2F11sc0cpdy3!19sChIJcVrpqjjLDo0RFElzzhWfYgY?authuser=0&hl=fr&rclk=1,Restaurant asiatique,"7 Rue Marceau, Saint-Laurent-du-Maroni 97320, Guyane française",,,1,1,non,,,,,oui,oui,
Yu fang Snake,https://www.google.com/maps/place/Yu+fang+Snake/data=!4m7!3m6!1s0x8d0ecb0224db5e69:0x41046f068b377d81!8m2!3d5.4967747!4d-54.0344981!16s%2Fg%2F11j65pdk2x!19sChIJaV7bJALLDo0RgX03iwZvBEE?authuser=0&hl=fr&rclk=1,Café,"FXW8+P62, Avenue du Général de Gaulle, Saint-Laurent-du-Maroni 97320, Guyane française",,,"4,4",7,non,,,,,oui,,
Restaurant Hing Long,https://www.google.com/maps/place/Restaurant+Hing+Long/data=!4m7!3m6!1s0x8d0ecbf86d8e4fed:0x51420024d413c056!8m2!3d5.4988206!4d-54.0295524!16s%2Fg%2F11y39rxn6z!19sChIJ7U-ObfjLDo0RVsAT1CQAQlE?authuser=0&hl=fr&rclk=1,Restaurant cantonais,"28 Rue Thiers, Saint-Laurent-du-Maroni 97320, Guyane française",+594 594 34 41 47,,4,5,non,,non,,,oui,,
Chez BonhEur,https://www.google.com/maps/place/Chez+BonhEur/data=!4m7!3m6!1s0x8d0eca51f8fafef9:0x5e78199fe0129d51!8m2!3d5.5021414!4d-54.0303906!16s%2Fg%2F11c2nhp8m2!19sChIJ-f76-FHKDo0RUZ0S4J8ZeF4?authuser=0&hl=fr&rclk=1,Restaurant asiatique,"GX29+VR5, Avenue du Général de Gaulle, Saint-Laurent-du-Maroni 97320, Guyane française",+594 594 27 72 29,,3,29,non,,,,,oui,,
BON GOUT,https://www.google.com/maps/place/BON+GOUT/data=!4m7!3m6!1s0x8d0ecba815f329e5:0x43147611ba5abeae!8m2!3d5.481788!4d-54.042276!16s%2Fg%2F11mkj7ck9p!19sChIJ5SnzFajLDo0Rrr5auhF2FEM?authuser=0&hl=fr&rclk=1,Restaurant brunch,"7 Rte de Balaté, Saint-Laurent-du-Maroni 97320, Guyane française",+594 694 31 47 67,,,0,non,,,,,,,
Bananes pesées,https://www.google.com/maps/place/Bananes+pes%C3%A9es/data=!4m7!3m6!1s0x8d0ecbaa3d1c9fe5:0x74ce42f097958d93!8m2!3d5.4978369!4d-54.008534!16s%2Fg%2F11t6x5kzbv!19sChIJ5Z8cParLDo0Rk42Vl_BCznQ?authuser=0&hl=fr&rclk=1,Restauration rapide,"FXXR+4H, Awala-Yalimapo 97320, Guyane française",+594 691 26 83 48,,"4,6",18,non,,non,,,oui,oui,
Nolda snack,https://www.google.com/maps/place/Nolda+snack/data=!4m7!3m6!1s0x8d0ecb8c4db2ee4f:0x640f738a1e21810b!8m2!3d5.4885986!4d-54.0380189!16s%2Fg%2F11vjcb2blf!19sChIJT-6yTYzLDo0RC4EhHopzD2Q?authuser=0&hl=fr&rclk=1,Restauration rapide,"14 All. des Asteraceae, Saint-Laurent-du-Maroni 97320, Guyane française",+594 694 15 39 16,,"4,5",2,non,,oui,oui,,oui,oui,
54,https://www.google.com/maps/place/54/data=!4m7!3m6!1s0x8d0ecb43268da44d:0x78bd2c4b052fe919!8m2!3d5.4741221!4d-54.0335195!16s%2Fg%2F11s7m120qz!19sChIJTaSNJkPLDo0RGekvBUssvXg?authuser=0&hl=fr&rclk=1,Restaurant hakka,"54 allée du lac bleu Saint Laurent du maroni, 97320, Guyane française",,,,0,non,,non,,,oui,,
Restaurant Box,https://www.google.com/maps/place/Restaurant+Box/data=!4m7!3m6!1s0x8d0ecbe946b2ffef:0xe261b4a3602bd98b!8m2!3d5.4909613!4d-54.0187881!16s%2Fg%2F11wgyz66ny!19sChIJ7_-yRunLDo0Ri9krYKO0YeI?authuser=0&hl=fr&rclk=1,Restaurant,"Guyane française, Saint-Laurent-du-Maroni, rue allée de la carrière邮政编码: 97320",+594 594 34 26 98,,"4,3",12,non,,non,,,,oui,
Marwina bar,https://www.google.com/maps/place/Marwina+bar/data=!4m7!3m6!1s0x8d0ecbc88356aa7f:0x75ecf46e94a278f3!8m2!3d5.4904056!4d-54.0369843!16s%2Fg%2F11t3qbv1sg!19sChIJf6pWg8jLDo0R83iilG707HU?authuser=0&hl=fr&rclk=1,Bar,"FXR7+566, Saint-Laurent-du-Maroni 97320, Guyane française",,,5,2,non,,,,,,oui,
Restaurant kaixiang,https://www.google.com/maps/place/Restaurant+kaixiang/data=!4m7!3m6!1s0x8d0ecb2ee616091d:0x26e2a712262383b3!8m2!3d5.502823!4d-54.028692!16s%2Fg%2F11x7y6ktsn!19sChIJHQkW5i7LDo0Rs4MjJhKn4iY?authuser=0&hl=fr&rclk=1,Restaurant,"6 Av. Felix Eboue, Saint-Laurent-du-Maroni 97320, Guyane française",+594 594 23 61 74,,"4,2",6,non,,,,,,,
Alt'Hôtel,https://www.google.com/maps/place/Alt%27H%C3%B4tel/data=!4m10!3m9!1s0x8d0eb59346acc7e9:0x6810cd66f988753c!5m2!4m1!1i2!8m2!3d5.4660034!4d-54.0291633!16s%2Fg%2F11jr3dzf5x!19sChIJ6cesRpO1Do0RPHWI-WbNEGg?authuser=0&hl=fr&rclk=1,,"8 impasse de l'industrie ZAE Desmarinières Saint-Laurent-du-Maroni, 97320, Guyane française",+594 694 23 45 40,althotelslm.fr,"4,2",39,non,,,,,,,
